Loja,Grupo,Subgrupo,              Produto,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total 
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,PETISCOS,304 - PASTEL 300,1,0,0,0,1,0,0,0,2,1,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,14
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,PARA DIVIDIR,314 - BAIAO DE TODOS (4 PESSOAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,PARA DIVIDIR,323 - CUPIM DIFERENTE (4 PESSOAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,PARA DIVIDIR,325 - MEDALHOES DE CAMARAO (4 PESSOAS),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,PARA DIVIDIR,326 - CAMARAO QUE DORME (4 PESSOAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,CARIOCA KIDS,331 - CARIOCA KIDS PRATINHO FEITO,0,1,0,0,0,0,1,1,0,0,2,0,2,1,1,1,2,1,0,0,1,5,1,0,0,1,1,5,0,0,0,27
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,MOLHOS,335 - MOLHO AIOLI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,CARIOCA DO NOSSO JEITO,339 - ARROZ DE CUPIM INDIVIDUAL,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,CARIOCA DO NOSSO JEITO,340 - BAIAO DE DOIS INDIVIDUAL,0,0,2,0,2,1,0,1,0,0,0,0,1,1,5,4,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,21
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,CARIOCA DO NOSSO JEITO,341 - CAMARAO QUE DORME INDIVIDUAL,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,1,3,2,0,0,0,0,2,0,2,0,2,0,19
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,PORCOES,343 - ARROZ A PIAMONTESE 300G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,SOBREMESA,348 - ESPETO DE BRIGADEIRO,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,11
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,SOBREMESA,349 - TORTA DE BRIGADEIRO,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DESTILADOS,351 - GIN NACIONAL DOSE,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,CERVEJAS,370 - LONG NECK EISENBAHN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Loja,Grupo,Subgrupo,              Produto,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total 
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS ENERGIZANTES,389 - MELANCITA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS CLASSICOS,396 - MOJITO,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS REGIONAIS,400 - METROPOLITANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS REGIONAIS,401 - SERRANA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS REGIONAIS,402 - ZONA SUL,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS REGIONAIS,403 - ZONA NORTE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,5
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS REGIONAIS,405 - BAIXADA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS ENERGIZANTES,409 - CEU ABERTO,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS ENERGIZANTES,410 - VALE DO AMOR,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS ENERGIZANTES,411 - FLORESTA ALADA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS ENERGIZANTES,412 - MANHA DE SOL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,5
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SODAS TRADICIONAIS,417 - SODA DE CAJU,0,0,1,2,1,3,0,0,0,0,0,0,4,4,2,3,0,2,1,2,0,2,1,1,0,2,0,0,1,2,0,34
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SODAS TRADICIONAIS,420 - SODA DE UVA,2,4,2,3,7,2,1,1,0,4,3,5,2,9,6,6,6,14,12,9,2,6,5,11,0,5,4,7,0,0,0,138
7578 - ESPETTO CARIOCA BARRA MALL,ESPETTOS,ESPETTOS PREMIUM,421 - ESPETTO DE FILE MIGNON SUINO,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,BURGUERS,422 - TODO CORACAO,3,1,1,1,0,0,0,2,0,1,3,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,19
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,TABUAS,423 - TABUA DE PICANHA C/ ESPETOS,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,SOBREMESA,425 - BANANA CANOA,1,2,1,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,20
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS ENERGIZANTES,426 - VODKA COM RED BULL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,0,0,9
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS ENERGIZANTES,427 - MEIA SETE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,DEFINIR,428 - ARROZ A PIAMONTESE 200G,5,0,2,1,1,2,1,1,3,1,7,4,2,7,2,3,2,1,5,1,1,4,2,0,1,5,3,0,5,1,0,73
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,PORCOES,429 - BATATA FRITA PICANTE 200G,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS CLASSICOS,430 - CARIOCA MULE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS CLASSICOS,431 - GT TRADICIONAL,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,4,0,0,3,0,0,17
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SODAS TRADICIONAIS,432 - SODA DE GOIABA,0,1,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,14
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SODAS PREMIUM,433 - SODA DE MORANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SODAS PREMIUM,434 - SODA DE AMORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SODAS PREMIUM,435 - SODA DE MANGA,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SODAS PREMIUM,436 - SODA DE ABACAXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS REGIONAIS,437 - CIDADE IMPERIAL,2,2,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,2,3,1,0,1,0,4,0,0,0,1,0,1,0,26
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS NAO ALCOOLICOS,438 - GOIABINHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS NAO ALCOOLICOS,439 - CAJUJU,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,DRINKS NAO ALCOOLICOS,440 - SERRA LIVRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,ACOMPANHAMENTOS,502 - ARROZ BRANCO 200G,0,4,2,1,2,2,2,1,2,3,4,2,1,5,6,9,5,3,2,5,6,1,2,5,6,8,6,5,2,2,1,105
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,ACOMPANHAMENTOS,503 - ARROZ MALUCO 200G,2,2,0,2,2,0,3,1,3,1,3,5,5,6,1,7,2,0,2,3,3,2,6,1,1,2,1,2,0,5,1,74
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,ACOMPANHAMENTOS,504 - ARROZ DE BROCOLIS 200G,3,2,1,0,4,2,3,2,4,7,0,5,6,3,2,6,3,2,1,7,2,5,3,3,1,7,2,5,6,4,5,106
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,ACOMPANHAMENTOS,505 - ARROZ INTEGRAL 200G,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,7
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,ACOMPANHAMENTOS,509 - LEGUMES AO VAPOR 130G,1,2,0,1,4,5,2,0,1,3,4,6,5,4,2,3,2,3,1,3,1,3,2,4,1,3,0,3,0,3,2,74
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,ACOMPANHAMENTOS,510 - PURE DE BATATA 130G,0,0,0,0,3,2,3,2,0,5,2,2,3,4,1,1,2,0,0,1,0,1,0,4,1,0,0,1,1,3,1,43
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,ACOMPANHAMENTOS,511 - FAROFA DE OVOS 130G,1,1,0,3,2,0,3,1,1,4,5,3,6,7,3,8,3,2,2,5,9,6,3,3,1,4,1,6,1,3,2,99
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,CAIPIS CACHACA,801 - CAIPIRINHA LIMAO,4,0,0,0,1,1,0,0,1,0,1,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0,4,9,0,0,0,32
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,CAIPIS CACHACA,802 - CAIPIRINHA MORANGO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,6
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,CAIPIS CACHACA,803 - CAIPIRINHA ABACAXI,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,CAIPIS CACHACA,804 - CAIPIRINHA MARACUJÁ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,CAIPIS CACHACA,807 - CAIPIRINHA TANGERINA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,CAIPIS VODKA NACIONAL,808 - CAIPIS NAC LIMAO,15,2,1,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,37
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,CAIPIS VODKA NACIONAL,809 - CAIPIS NAC MORANGO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,1,0,2,0,0,0,12
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,CAIPIS VODKA NACIONAL,810 - CAIPIS NAC ABACAXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,CAIPIS VODKA NACIONAL,811 - CAIPIS NAC MARACUJA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,CAIPIS VODKA NACIONAL,814 - CAIPIS NAC TANGERINA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,CAIPIS VODKA IMPORTADA,822 - CAIPIS IMP TANGERINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SUCOS DA ESTACAO,901 - SUCO DA ESTACAO LIMAO,1,4,0,0,3,2,0,1,0,2,5,2,5,1,0,0,0,2,0,2,1,3,0,3,0,2,2,3,2,1,0,47
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SUCOS DA ESTACAO,903 - SUCO DA ESTACAO ABACAXI,0,2,3,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,2,0,0,1,1,0,0,3,1,0,0,0,0,20
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SUCOS DA ESTACAO,904 - SUCO DA ESTACAO MARACUJA,0,5,1,1,1,0,2,1,0,1,1,0,2,1,1,1,1,3,0,2,0,4,1,1,2,1,1,2,0,0,1,37
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SUCOS DA ESTACAO,908 - SUCO DA ESTACAO ABACAXI C HORTELA,1,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,12
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SUCOS DA ESTACAO,909 - SUCO DA ESTACAO LARANJA,3,3,4,1,9,4,2,1,1,5,5,8,6,7,5,6,1,1,1,5,5,2,2,3,0,6,2,3,5,2,3,111
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SUCOS DA ESTACAO,910 - SHOT DE LIMAO,0,0,6,2,0,6,1,0,3,4,5,2,5,4,6,2,2,1,6,4,1,4,1,0,2,4,4,5,1,2,0,83
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SUCOS JARRA,1103 - JARRA ABACAXI,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SUCOS JARRA,1104 - JARRA MARACUJA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Loja,Grupo,Subgrupo,              Produto,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total 
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SUCOS JARRA,1108 - JARRA ABACAXI C HORTELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,SUCOS JARRA,1109 - JARRA LARANJA,0,2,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,11
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,RED BULL,1201 - RED BULL TRADICIONAL,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,8
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,RED BULL,1202 - RED BULL TROPICAL,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,RED BULL,1204 - RED BULL SUGAR FREE,1,0,1,0,0,0,0,1,0,1,1,0,3,1,1,0,2,1,0,0,1,0,1,4,1,1,2,3,2,0,0,28
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,RED BULL,1205 - RED BULL PITAYA,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,RED BULL,1206 - RED BULL COCO,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,AGUAS E REFRIGERANTES,1301 - COCA COLA,4,20,21,5,5,8,5,6,15,8,13,10,13,22,9,13,5,4,10,5,18,19,10,10,1,16,3,11,16,4,2,311
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,AGUAS E REFRIGERANTES,1302 - COCA COLA ZERO,12,20,7,6,8,11,6,7,8,6,16,13,9,5,9,11,5,15,16,11,9,14,7,9,8,9,8,3,9,9,4,290
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,AGUAS E REFRIGERANTES,1303 - FANTA UVA,0,1,1,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,AGUAS E REFRIGERANTES,1304 - FANTA LARANJA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,AGUAS E REFRIGERANTES,1305 - FANTA GUARANA,1,0,0,2,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,AGUAS E REFRIGERANTES,1306 - SPRITE,1,2,1,1,2,0,0,0,0,0,7,1,1,2,1,7,2,3,0,1,2,6,0,3,3,2,0,2,4,1,0,55
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,AGUAS E REFRIGERANTES,1307 - GUARANA ANTARTICA,2,0,5,1,1,1,3,0,5,4,5,5,4,5,7,2,3,1,4,0,0,1,4,1,6,1,2,2,4,0,1,80
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,AGUAS E REFRIGERANTES,1308 - GUARANA ANTARTICA ZERO,1,3,3,2,1,2,4,0,1,3,4,4,3,5,2,2,0,0,5,0,2,2,3,1,2,0,2,2,1,1,0,61
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,AGUAS E REFRIGERANTES,1311 - PEPSI BLACK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,AGUAS E REFRIGERANTES,1314 - SODA ANTARTICA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,BALDES,1401 - BALDE 4 AMSTEL 600ML,5,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,0,19
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,BALDES,1403 - BALDE 5 LN HEINEKEN,6,12,8,4,20,8,24,7,4,1,10,0,8,9,2,11,3,2,14,4,6,6,6,1,1,8,5,7,2,5,2,206
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,BALDES,1406 - BALDE 4 HEINEKEN 600ML,2,15,2,2,9,0,5,3,5,10,12,4,0,4,8,4,1,1,9,0,8,7,3,0,1,4,5,18,1,6,0,149
7578 - ESPETTO CARIOCA BARRA MALL,BEBIDAS,BALDES,1409 - BALDE 5 LN SOL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,COUVERT,1601 - COUVERT 6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,EMBALAGEM,1701 - EMBALAGEM PEQUENA,1,4,0,1,3,0,1,0,3,0,2,3,2,0,1,0,0,2,2,1,2,4,2,2,1,1,0,0,0,0,0,38
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,EMBALAGEM,1702 - EMBALAGEM MÉDIA,2,7,1,1,4,2,3,0,3,0,3,3,0,3,7,5,2,5,3,2,4,2,2,1,1,2,2,0,0,2,0,72
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,EMBALAGEM,1703 - EMBALAGEM GRANDE,0,1,1,0,2,1,0,1,1,2,0,0,1,0,7,1,0,1,3,0,0,0,0,2,1,0,0,0,0,2,0,27
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,ACOMPANHAMENTOS,1000544 - FEIJAO 90G,1,4,1,0,2,2,3,1,2,1,3,2,0,2,1,2,0,2,0,5,1,2,1,3,4,3,0,3,2,0,0,53
7578 - ESPETTO CARIOCA BARRA MALL,ALIMENTOS,ACOMPANHAMENTOS,1000545 - SALADA ESPETTO CARIOCA 130G,3,1,0,0,2,2,0,0,0,2,3,1,3,5,4,4,3,1,0,1,1,3,1,0,4,3,2,3,3,2,0,57
