Loja,Grupo,Subgrupo,              Produto,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total 
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,PARA DIVIDIR,324 - COSTELAO (4 PESSOAS),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,PARA DIVIDIR,326 - CAMARAO QUE DORME (4 PESSOAS),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,CARIOCA KIDS,331 - CARIOCA KIDS PRATINHO FEITO,0,0,0,2,1,6,1,5,2,3,6,0,0,1,4,0,11,2,0,2,8,6,0,0,0,0,1,0,0,3,0,64
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,MOLHOS,335 - MOLHO AIOLI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,CARIOCA DO NOSSO JEITO,339 - ARROZ DE CUPIM INDIVIDUAL,0,0,1,1,0,1,2,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,CARIOCA DO NOSSO JEITO,340 - BAIAO DE DOIS INDIVIDUAL,0,0,0,0,0,0,2,1,0,2,1,2,0,0,1,1,3,2,0,0,0,0,4,0,0,0,0,1,1,1,0,22
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,CARIOCA DO NOSSO JEITO,341 - CAMARAO QUE DORME INDIVIDUAL,0,1,1,2,2,0,1,2,0,2,3,1,0,1,1,0,1,4,2,0,2,1,2,2,1,0,1,1,0,1,0,35
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,PORCOES,343 - ARROZ A PIAMONTESE 300G,0,0,1,1,0,0,0,0,0,1,3,0,3,1,1,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,17
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,SOBREMESA,348 - ESPETO DE BRIGADEIRO,0,0,1,1,0,1,3,0,2,0,0,0,0,0,1,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,15
Loja,Grupo,Subgrupo,              Produto,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total 
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,SOBREMESA,349 - TORTA DE BRIGADEIRO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DESTILADOS,351 - GIN NACIONAL DOSE,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,3,0,11
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DESTILADOS,352 - GIN IMPORTADO DOSE,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DESTILADOS,366 - WHISKY 18 ANOS GOLD LABEL GARRAFA,2,3,0,0,1,0,0,0,1,0,3,0,0,0,3,1,0,1,0,4,0,2,0,4,0,0,0,0,0,1,0,26
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DESTILADOS,371 - ESPUMANTE CHANDON,2,0,0,7,3,1,1,0,2,0,2,0,1,0,2,1,0,5,0,0,3,0,0,1,0,0,0,0,0,5,0,36
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS ENERGIZANTES,389 - MELANCITA,8,10,7,6,4,8,11,11,1,6,13,10,24,1,11,7,3,6,6,23,31,38,9,17,0,2,1,1,8,25,0,308
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS CLASSICOS,396 - MOJITO,6,6,4,1,3,4,9,3,7,6,0,0,2,5,3,1,8,1,0,3,5,1,5,4,1,1,0,1,4,3,0,97
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS REGIONAIS,400 - METROPOLITANA,0,4,3,0,0,2,0,0,0,7,0,0,3,3,0,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,30
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS REGIONAIS,401 - SERRANA,1,1,3,0,1,2,2,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,23
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS REGIONAIS,402 - ZONA SUL,1,7,6,5,6,3,9,1,1,10,1,4,1,0,4,0,0,1,1,2,3,1,4,2,4,0,0,0,2,2,0,81
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS REGIONAIS,403 - ZONA NORTE,4,1,1,0,2,1,3,0,2,1,0,1,1,2,1,0,2,1,0,7,3,1,0,0,0,0,1,0,0,1,0,36
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS REGIONAIS,404 - ZONA OESTE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS REGIONAIS,405 - BAIXADA,0,1,2,0,0,0,1,1,2,5,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,2,0,0,0,3,0,29
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS REGIONAIS,406 - SUL,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS REGIONAIS,407 - NORDESTE,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,9
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS REGIONAIS,408 - REGIOES,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS ENERGIZANTES,409 - CEU ABERTO,1,0,4,0,1,0,0,0,1,2,0,0,0,1,1,0,1,2,0,0,1,1,0,0,0,0,0,0,3,0,0,19
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS ENERGIZANTES,410 - VALE DO AMOR,10,5,4,2,9,12,8,12,7,7,4,2,16,4,15,4,6,16,4,4,7,6,4,3,0,0,2,0,16,5,0,194
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS ENERGIZANTES,411 - FLORESTA ALADA,0,4,0,0,2,3,2,0,0,0,0,1,1,0,3,0,0,0,1,0,2,1,0,4,0,0,1,0,1,0,0,26
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS ENERGIZANTES,412 - MANHA DE SOL,5,4,17,0,3,10,19,10,6,10,2,5,1,3,4,2,2,6,2,5,8,1,5,2,0,0,0,0,3,8,0,143
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SODAS TRADICIONAIS,417 - SODA DE CAJU,1,1,0,0,0,0,0,0,1,0,0,6,1,4,0,0,2,2,1,0,2,0,0,0,0,0,1,0,3,0,0,25
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SODAS TRADICIONAIS,420 - SODA DE UVA,1,2,0,1,5,0,0,1,1,1,1,1,3,4,0,1,4,0,0,0,0,1,0,0,0,0,2,0,0,1,0,30
7593 - ESPETTO CARIOCA PIRATININGA,ESPETTOS,ESPETTOS PREMIUM,421 - ESPETTO DE FILE MIGNON SUINO,1,2,1,0,2,1,1,1,0,2,2,2,1,2,1,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,26
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,BURGUERS,422 - TODO CORACAO,1,1,1,0,2,0,2,0,1,3,1,1,0,0,0,1,1,0,1,2,8,0,1,1,0,0,1,1,1,0,0,31
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,TABUAS,423 - TABUA DE PICANHA C/ ESPETOS,1,2,1,0,4,1,0,0,3,1,1,2,0,0,1,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,24
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,SOBREMESA,425 - BANANA CANOA,0,1,0,1,3,1,0,1,0,0,0,1,0,2,3,0,0,4,0,0,6,0,1,1,0,0,1,0,0,4,0,30
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS ENERGIZANTES,426 - VODKA COM RED BULL,3,2,8,0,7,13,3,9,5,10,9,2,3,5,7,5,4,4,2,3,16,18,4,4,0,0,0,0,3,1,0,150
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS ENERGIZANTES,427 - MEIA SETE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,2,0,0,0,1,0,9
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,DEFINIR,428 - ARROZ A PIAMONTESE 200G,1,7,0,3,5,5,7,4,5,1,9,0,2,2,2,4,4,6,2,7,4,4,5,0,3,4,1,0,0,1,0,98
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,PORCOES,429 - BATATA FRITA PICANTE 200G,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS CLASSICOS,430 - CARIOCA MULE,5,1,4,1,12,5,2,5,1,6,0,1,3,19,8,17,2,5,0,5,3,2,3,14,0,0,1,0,6,9,0,140
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS CLASSICOS,431 - GT TRADICIONAL,6,4,11,5,6,2,2,11,1,16,10,1,4,12,5,17,14,2,1,4,22,4,8,13,0,2,0,1,2,11,0,197
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SODAS TRADICIONAIS,432 - SODA DE GOIABA,0,2,0,0,0,2,1,1,1,0,0,0,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SODAS PREMIUM,433 - SODA DE MORANGO,0,1,1,1,1,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SODAS PREMIUM,434 - SODA DE AMORA,1,1,7,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SODAS PREMIUM,436 - SODA DE ABACAXI,0,0,0,1,6,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS REGIONAIS,437 - CIDADE IMPERIAL,18,17,23,14,25,25,32,28,33,29,28,28,22,8,25,7,20,19,8,23,35,30,29,16,0,4,3,6,14,12,0,581
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS NAO ALCOOLICOS,438 - GOIABINHA,6,0,1,3,2,0,0,3,0,2,0,0,2,0,0,2,5,1,0,3,5,3,5,0,0,1,2,1,0,3,0,50
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS NAO ALCOOLICOS,439 - CAJUJU,0,1,0,0,1,0,1,2,0,0,1,0,1,0,0,3,0,1,0,2,1,0,1,0,0,0,0,0,1,1,0,17
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,DRINKS NAO ALCOOLICOS,440 - SERRA LIVRE,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,2,1,0,1,0,2,0,1,0,0,0,1,0,1,0,15
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,ACOMPANHAMENTOS,502 - ARROZ BRANCO 200G,5,5,3,10,4,8,4,9,7,5,5,2,4,7,8,2,5,8,5,5,3,15,3,1,0,3,0,2,0,3,0,141
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,ACOMPANHAMENTOS,503 - ARROZ MALUCO 200G,0,1,1,1,6,0,0,3,2,1,3,3,6,1,1,4,3,1,0,4,3,2,1,0,0,1,2,1,1,1,0,53
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,ACOMPANHAMENTOS,504 - ARROZ DE BROCOLIS 200G,3,3,3,8,2,2,8,3,6,1,5,1,4,8,4,4,10,4,5,4,2,2,7,1,2,1,4,1,0,3,0,111
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,ACOMPANHAMENTOS,505 - ARROZ INTEGRAL 200G,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,ACOMPANHAMENTOS,509 - LEGUMES AO VAPOR 130G,1,1,2,0,1,1,3,1,5,1,3,0,3,0,3,5,1,2,2,2,3,0,2,0,0,0,3,1,0,0,0,46
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,ACOMPANHAMENTOS,510 - PURE DE BATATA 130G,0,0,1,5,2,0,2,1,0,1,0,0,0,1,3,0,0,1,4,1,0,0,2,0,0,0,0,0,1,0,0,25
7593 - ESPETTO CARIOCA PIRATININGA,ALIMENTOS,ACOMPANHAMENTOS,511 - FAROFA DE OVOS 130G,0,3,6,5,5,3,4,6,7,0,7,2,5,10,3,2,4,0,1,7,4,2,4,0,4,2,1,0,0,1,0,98
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS CACHACA,801 - CAIPIRINHA LIMAO,9,25,9,11,3,12,25,13,9,7,11,5,11,14,9,11,3,23,7,14,23,7,7,7,0,1,2,0,4,34,0,316
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS CACHACA,802 - CAIPIRINHA MORANGO,12,3,7,0,1,1,6,2,3,2,3,2,9,0,7,1,2,1,3,1,3,3,0,7,0,1,2,0,2,1,0,85
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS CACHACA,803 - CAIPIRINHA ABACAXI,0,1,2,0,0,0,0,0,5,9,0,0,0,0,0,0,1,2,0,3,6,0,0,0,0,0,0,0,1,3,0,33
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS CACHACA,804 - CAIPIRINHA MARACUJÁ,1,1,0,0,0,2,0,0,2,0,0,0,2,0,1,0,1,0,0,0,1,1,1,0,0,1,1,2,1,7,0,25
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS CACHACA,805 - CAIPIRINHA KIWI,2,0,0,1,0,0,0,1,2,1,1,0,11,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,24
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS VODKA NACIONAL,808 - CAIPIS NAC LIMAO,3,6,5,4,7,7,3,4,6,12,12,4,12,9,11,4,12,3,4,2,9,8,15,6,0,6,0,0,0,23,0,197
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS VODKA NACIONAL,809 - CAIPIS NAC MORANGO,17,8,8,3,2,7,8,4,6,6,7,6,13,3,9,4,13,10,10,5,3,9,16,7,0,2,0,0,3,11,0,200
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS VODKA NACIONAL,810 - CAIPIS NAC ABACAXI,2,0,3,1,7,0,0,1,0,0,0,0,2,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,24
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS VODKA NACIONAL,811 - CAIPIS NAC MARACUJA,3,1,2,1,0,7,1,4,0,1,5,1,2,0,7,2,4,2,1,1,0,0,2,1,0,0,0,1,1,3,0,53
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS VODKA NACIONAL,812 - CAIPIS NAC KIWI,0,1,1,0,7,0,0,1,0,2,4,0,2,3,2,1,2,0,1,6,0,0,1,0,0,0,0,0,0,0,0,34
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS VODKA IMPORTADA,815 - CAIPIS IMP LIMAO,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Loja,Grupo,Subgrupo,              Produto,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total 
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS VODKA IMPORTADA,816 - CAIPIS IMP MORANGO,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,CAIPIS VODKA IMPORTADA,819 - CAIPIS IMP KIWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS DA ESTACAO,901 - SUCO DA ESTACAO LIMAO,1,3,0,5,5,5,3,1,3,3,1,2,2,1,1,4,4,0,0,1,0,3,3,0,0,2,0,4,0,1,0,58
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS DA ESTACAO,902 - SUCO DA ESTACAO MORANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS DA ESTACAO,903 - SUCO DA ESTACAO ABACAXI,0,4,1,4,0,3,2,1,1,0,3,0,3,1,0,0,6,0,0,0,0,1,2,2,0,0,0,3,0,4,0,41
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS DA ESTACAO,904 - SUCO DA ESTACAO MARACUJA,4,3,1,3,4,7,4,0,4,2,3,0,0,1,3,0,7,1,2,0,2,4,4,2,0,0,1,1,1,1,0,65
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS DA ESTACAO,905 - SUCO DA ESTACAO KIWI,0,0,0,1,0,4,0,0,0,0,0,3,0,0,5,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,17
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS DA ESTACAO,908 - SUCO DA ESTACAO ABACAXI C HORTELA,0,6,0,1,1,0,1,0,0,2,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,19
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS DA ESTACAO,909 - SUCO DA ESTACAO LARANJA,4,11,8,11,22,7,6,14,8,10,9,9,6,5,10,6,17,11,6,11,4,8,2,10,1,2,1,0,1,11,0,231
7593 - ESPETTO CARIOCA PIRATININGA,VINHOS,VINHOS TINTO,1013 - PUNTA DE LOBOS RESERVA 750ML,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS JARRA,1101 - JARRA LIMAO,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS JARRA,1102 - JARRA MORANGO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS JARRA,1103 - JARRA ABACAXI,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS JARRA,1104 - JARRA MARACUJA,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS JARRA,1108 - JARRA ABACAXI C HORTELA,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,SUCOS JARRA,1109 - JARRA LARANJA,2,4,1,0,1,2,0,3,2,1,1,1,2,1,1,0,1,0,1,0,2,1,4,6,1,0,0,1,0,0,0,39
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,RED BULL,1201 - RED BULL TRADICIONAL,235,70,82,162,92,71,41,211,63,100,170,100,84,19,241,46,111,293,51,91,242,315,50,374,1,17,3,3,42,68,0,3448
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,RED BULL,1202 - RED BULL TROPICAL,139,69,38,159,44,75,39,92,37,50,101,8,17,9,41,30,51,172,5,6,140,23,22,35,0,0,3,0,2,13,0,1420
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,RED BULL,1203 - RED BULL MELANCIA,74,52,38,142,21,19,32,144,22,33,133,30,26,21,116,17,37,33,35,39,68,163,40,221,0,36,0,9,52,62,0,1715
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,RED BULL,1204 - RED BULL SUGAR FREE,0,2,0,1,2,0,3,22,10,1,13,0,1,0,10,3,0,4,0,0,2,17,4,2,0,0,0,1,0,0,0,98
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,RED BULL,1205 - RED BULL PITAYA,17,4,19,8,0,10,1,4,6,32,12,1,23,1,10,4,2,6,0,6,22,11,6,29,0,0,0,0,0,10,0,244
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,RED BULL,1206 - RED BULL COCO,2,2,0,0,3,10,0,0,0,0,6,4,6,0,6,0,1,16,1,1,0,16,0,1,0,0,0,0,2,1,0,78
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1301 - COCA COLA,87,83,81,45,115,72,68,111,92,64,78,88,72,43,162,37,74,100,43,59,130,99,74,96,6,11,23,15,55,33,0,2116
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1302 - COCA COLA ZERO,5,10,13,11,24,10,5,18,21,18,5,6,13,19,13,12,22,7,1,7,20,21,9,13,1,2,3,4,5,16,0,334
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1303 - FANTA UVA,0,4,0,1,6,1,0,4,1,1,1,0,4,0,6,0,4,3,1,1,3,1,2,0,0,0,1,2,0,0,0,47
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1304 - FANTA LARANJA,2,5,1,3,5,2,0,1,0,3,9,1,1,0,4,1,0,2,4,0,0,1,1,3,0,3,2,1,0,2,0,57
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1305 - FANTA GUARANA,1,3,0,2,4,4,2,3,7,9,6,3,4,1,6,3,7,6,0,2,6,1,6,1,3,0,3,2,0,3,0,98
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1306 - SPRITE,17,27,16,15,5,18,13,19,12,12,13,28,7,6,17,13,8,20,1,7,11,15,12,11,0,2,0,2,6,14,0,347
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1307 - GUARANA ANTARTICA,11,3,4,1,6,3,0,5,6,0,5,2,0,1,0,6,3,0,1,1,3,3,1,1,1,3,1,0,1,2,0,74
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1308 - GUARANA ANTARTICA ZERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,0,1,0,0,7
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1309 - PEPSI TWIST,11,3,0,0,0,0,1,0,1,0,0,0,0,0,3,2,0,3,0,15,6,1,0,1,0,0,0,0,0,0,0,47
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1310 - PEPSI ZERO,11,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,22
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1311 - PEPSI BLACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1312 - SUKITA UVA,1,0,0,0,1,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1313 - SUKITA LARANJA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,AGUAS E REFRIGERANTES,1314 - SODA ANTARTICA,12,9,5,5,5,6,8,15,10,4,8,1,5,2,21,6,6,10,1,21,40,13,4,14,0,2,0,4,1,5,0,243
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,BALDES,1401 - BALDE 4 AMSTEL 600ML,3,12,5,0,8,9,3,1,8,8,1,0,0,0,0,2,1,0,0,0,6,1,2,0,0,0,0,0,15,0,0,85
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,BALDES,1402 - BALDE 5 AMSTEL 600ML,0,0,0,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,BALDES,1403 - BALDE 5 LN HEINEKEN,42,79,56,37,41,42,47,56,72,78,30,18,34,42,51,60,48,52,26,45,61,30,42,38,4,6,16,3,23,38,0,1217
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,BALDES,1404 - BALDE 4 LN HEINEKEN,0,1,1,0,4,4,9,5,0,0,0,0,2,1,1,2,0,1,6,4,2,0,1,0,3,0,1,2,0,0,0,50
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,BALDES,1406 - BALDE 4 HEINEKEN 600ML,3,11,7,0,3,16,1,0,6,4,0,0,0,0,0,0,2,0,0,0,8,3,0,0,0,0,0,0,11,5,0,80
7593 - ESPETTO CARIOCA PIRATININGA,BEBIDAS,BALDES,1409 - BALDE 5 LN SOL,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
